ID,Credit Amount,Is Male,Age in Years,Repay Delay Sep,Repay Delay Aug,Repay Delay Jul,Prior Pay Sep,Prior Pay Aug,Prior Pay Jul,Defaulted,Graduate School,Is Married,Prior Pay Total,Repay Delay Total
21926,50000,False,25,0,0,0,1949,1685,2777,False,0,False,10759,0
21927,210000,False,29,0,0,0,0,0,0,False,1,False,3923,0
21928,160000,False,28,0,0,0,6458,6980,9044,False,1,False,39751,0
21930,130000,False,27,0,0,0,6500,5000,5000,False,0,True,31500,0
21931,170000,False,27,0,0,0,7000,6500,8000,False,0,False,43425,2
21932,120000,False,27,0,0,0,1777,2254,1400,False,1,False,12893,0
21933,170000,False,27,1,0,0,0,0,0,False,1,False,0,1
21934,290000,False,27,0,0,0,8601,9300,8000,False,0,False,48536,0
21935,70000,False,27,0,0,0,157,157,157,False,1,False,1442,0
21936,140000,False,27,0,0,0,7000,6000,7000,False,0,False,40300,0
21938,200000,False,27,0,0,0,0,0,680,False,1,False,1122,0
21939,90000,False,27,0,0,2,12500,2,5085,True,0,False,26591,2
21940,80000,False,27,0,0,0,3000,1064,2500,False,0,False,9564,0
21941,130000,False,27,0,0,0,8319,15253,7338,False,1,True,50271,0
21942,20000,False,27,0,0,2,20200,0,1310,False,0,True,23809,2
21943,200000,False,27,0,0,0,3690,4460,3190,True,1,False,17778,0
21945,120000,False,27,1,0,0,0,2382,0,True,0,False,2382,1
21946,60000,False,28,0,0,0,12625,6244,13615,False,0,True,67962,0
21947,340000,False,28,0,0,0,3000,3000,5000,False,0,False,25000,0
21948,150000,False,28,0,2,0,0,9173,0,True,1,False,9619,4
21949,160000,False,28,0,0,0,99,99,398,False,0,False,2015,0
21950,200000,False,28,0,0,0,2500,2200,2500,False,1,False,16700,0
21951,50000,False,28,0,0,2,6987,2433,0,True,0,True,13732,4
21952,170000,False,27,0,0,0,18719,30000,0,True,1,False,50251,0
21954,270000,False,26,0,0,0,6429,5959,6863,False,1,False,31127,0
21955,120000,False,27,0,0,0,1066,5079,0,False,0,False,20428,2
21956,280000,False,27,0,0,0,4308,0,1265,False,1,False,11323,0
21957,50000,False,27,0,0,0,1600,1542,1100,False,1,False,6526,0
21958,200000,False,28,0,0,0,0,0,0,False,1,False,510,0
21959,50000,False,27,0,0,0,1720,3100,1723,True,0,True,9954,0
21960,150000,False,28,0,0,0,4391,6269,8914,False,1,False,87874,0
21962,150000,False,27,0,0,0,1798,5699,4644,False,0,False,88472,0
21965,500000,False,28,0,0,0,11723,15390,12239,False,1,False,81352,0
21966,300000,False,28,0,0,0,11250,11877,10487,False,0,False,57171,0
21968,120000,False,28,0,0,0,1621,1000,1326,False,0,False,3947,0
21969,120000,False,28,0,0,0,136,0,0,False,0,True,136,0
21970,390000,False,28,0,0,0,10053,5028,5045,False,1,False,31710,0
21971,200000,False,28,0,0,0,2023,2018,22491,False,0,True,39053,0
21973,20000,False,23,2,2,0,0,1528,1233,True,0,False,7700,4
21974,50000,False,24,0,0,0,1500,1798,1605,False,0,False,8616,0
21975,70000,False,25,2,0,0,2070,2000,2000,True,0,False,12170,2
21976,170000,False,24,0,0,0,5679,6642,8926,False,0,False,31611,0
21979,230000,False,27,0,0,0,3551,3000,1284,False,1,False,10835,0
21980,20000,False,27,0,0,0,1290,2000,2000,False,0,False,10290,0
21981,270000,False,27,1,2,0,0,11000,11000,False,0,True,49100,3
21982,230000,False,27,0,2,0,500,3004,4200,True,0,False,16575,2
21983,230000,False,28,0,0,0,5000,2000,1500,False,0,False,14150,0
21984,200000,False,28,0,0,0,4100,3000,3000,False,1,False,11100,4
21985,30000,False,28,0,0,0,25460,1000,1306,False,0,False,40327,2
21988,170000,False,29,1,0,0,6390,1690,0,False,1,False,8080,1
21989,200000,False,29,0,0,0,0,1029,3682,False,0,False,5301,0
21990,500000,False,29,0,0,0,7000,6664,1500,False,1,False,23665,0
21991,50000,False,29,0,0,0,2100,2000,2100,False,0,False,10800,0
21992,150000,False,29,0,2,0,0,390,1366,False,1,False,2187,2
21993,100000,False,29,0,0,0,18000,10000,2635,False,0,False,89293,0
21994,150000,False,26,0,0,0,14000,5000,5000,False,1,False,46875,0
21995,170000,False,26,0,0,0,2000,2000,2000,False,1,False,9320,0
21996,100000,False,27,0,0,0,10000,10000,1500,False,0,False,35500,0
21997,160000,False,27,0,0,0,1320,1276,372,False,1,False,4084,0
21998,90000,False,27,0,0,0,5000,3611,199,False,1,False,11018,2
21999,190000,False,27,0,0,0,4418,5452,5471,False,0,False,27480,0
22000,200000,False,28,0,0,0,3000,3000,3000,False,0,False,16832,0
22001,50000,False,28,0,0,2,5000,2000,0,False,0,True,45891,4
22002,260000,False,28,0,0,0,5763,703,1564,False,1,False,27398,0
22003,250000,False,29,0,0,0,14158,0,0,False,0,False,28082,0
22004,230000,False,29,0,0,2,11142,1430,4571,False,1,False,28177,2
22005,240000,False,26,0,0,0,1639,12450,28969,False,1,False,59957,0
22006,110000,False,27,0,0,0,4000,4800,4300,True,1,False,25674,0
22007,60000,False,27,1,0,0,0,0,150,False,1,False,2603,1
22008,80000,False,24,0,0,0,2008,1000,11632,False,1,False,86126,0
22009,230000,False,28,0,0,0,4473,5000,2624,False,0,False,19157,0
22010,210000,False,28,0,0,0,1512,8475,5499,False,1,False,44710,0
22013,50000,False,27,0,0,0,3000,4200,0,False,0,False,14000,2
22015,90000,False,24,0,0,0,0,780,1176,False,0,False,1956,0
22016,70000,False,25,0,0,0,1902,1632,3379,False,1,False,10113,4
22017,30000,False,26,0,0,0,1650,1506,2651,False,0,True,8401,2
22018,170000,False,27,0,0,0,272,272,755,False,1,False,5241,0
22019,80000,False,27,0,0,0,1764,1906,2000,False,0,False,11670,0
22020,140000,False,27,0,0,0,2000,5000,390,False,0,False,8560,0
22021,30000,False,25,0,0,2,3000,0,3000,False,0,False,10500,2
22022,40000,False,25,0,0,0,1500,1500,1500,True,0,False,8100,0
22023,50000,False,26,1,0,0,0,0,1363,False,1,False,5336,1
22024,230000,False,26,0,0,0,1074,1046,1060,False,0,False,10180,0
22025,60000,False,27,1,0,0,3947,5691,21028,False,1,False,31507,1
22026,60000,False,27,0,0,0,3000,3016,5011,False,1,False,27032,0
22027,250000,False,29,0,0,0,2500,10000,3000,False,0,False,26500,0
22030,320000,False,28,0,0,0,13300,12756,1295,False,1,False,54299,0
22031,20000,False,28,0,0,0,5000,0,0,False,1,False,5612,0
22032,300000,False,28,0,0,0,19326,10000,1940,False,1,False,61966,0
22033,50000,False,28,0,0,0,5000,10000,5000,False,0,False,45780,0
22034,570000,False,28,0,0,0,3000,5000,3016,False,1,False,22016,0
22035,160000,False,28,0,0,0,10000,10000,10000,False,1,False,56000,0
22036,230000,False,28,0,0,0,6500,6500,45914,False,0,False,61937,0
22037,250000,False,28,0,0,0,5000,1585,3028,False,1,False,37430,0
22038,80000,False,28,0,0,0,2784,2887,3402,False,0,False,17624,0
22039,60000,False,28,0,0,0,87804,2000,1567,False,0,False,96191,0
22040,90000,False,24,0,0,0,2000,1300,2000,False,0,False,38755,0
22041,150000,False,25,0,0,0,5056,2441,4471,False,1,True,18396,0
22042,90000,False,25,0,0,0,1619,1266,1048,False,0,True,6620,0
22043,150000,False,25,1,0,0,0,0,0,False,1,False,9240,1
22044,150000,False,24,0,0,0,4000,2000,2000,False,1,False,15000,0
22045,400000,False,25,0,0,0,958,4465,14272,False,0,True,29023,0
22046,200000,False,25,0,0,0,8058,6900,7022,False,1,False,38168,0
22047,210000,False,25,0,0,0,3000,2500,6259,False,1,False,24759,0
22048,140000,False,28,0,2,0,0,464,337,True,0,True,2425,2
22049,220000,False,28,0,0,0,5045,4949,7083,False,0,False,33511,0
22050,250000,False,29,0,0,0,35018,1000,20000,False,0,True,56986,0
22051,120000,False,29,0,0,0,417,3012,1927,False,1,False,12007,0
22052,200000,False,28,1,0,0,2658,150,3570,False,0,True,9231,1
22054,50000,False,29,0,0,0,1840,1311,2000,False,0,False,52247,0
22055,230000,False,29,0,0,0,12903,10880,10125,False,1,False,61370,0
22056,100000,False,29,2,2,0,0,0,0,False,1,True,0,4
22057,50000,False,29,1,2,0,0,1609,2000,False,0,True,6207,3
22058,330000,False,27,0,0,0,2000,2000,3000,False,1,False,14500,0
22059,90000,False,27,0,0,0,0,0,0,False,1,False,0,0
22060,150000,False,27,0,0,0,1268,1284,1271,False,0,True,5016,0
22062,80000,False,28,0,0,0,4000,5002,4500,False,1,False,29502,0
22065,140000,False,29,0,0,0,407,0,0,True,0,False,1667,0
22066,240000,False,27,0,0,0,152,3250,2391,True,0,True,7414,0
22067,160000,False,26,0,0,0,3859,10709,1000,False,1,False,19524,0
22068,50000,False,26,0,0,0,651,1072,1713,True,1,False,5384,0
22069,500000,False,27,0,0,0,26588,10663,680,False,1,False,40291,0
22070,260000,False,28,0,0,0,11000,11065,9500,False,0,True,59165,0
22071,100000,False,23,0,0,0,22622,2326,1600,False,0,False,30548,0
22072,130000,False,23,0,0,0,6000,5000,6000,False,0,False,42000,0
22073,80000,False,26,0,0,0,4574,4737,5753,False,1,False,28735,0
22074,400000,False,29,0,0,0,55544,994,5030,False,0,False,62218,0
22075,360000,False,27,0,0,0,1498,1799,1008,False,0,False,12016,0
22076,190000,False,28,0,0,2,2459,0,1200,False,1,False,7669,2
22077,90000,False,28,0,0,0,2000,1866,1347,False,0,False,8819,0
22078,50000,False,29,0,0,0,6540,37130,2858,False,1,False,55528,0
22080,120000,False,29,0,0,0,0,0,1187,False,0,False,1187,0
22082,170000,False,28,1,0,0,1295,0,376,False,1,True,2047,1
22084,400000,False,27,0,0,0,0,0,0,True,1,False,21724,0
22085,230000,False,27,0,0,0,3187,7100,0,False,1,False,16559,2
22086,260000,False,28,0,0,0,7011,11932,4709,False,1,False,31339,0
22087,110000,False,29,0,0,0,4500,4500,4500,False,0,False,25300,0
22088,500000,False,28,0,0,0,8752,0,21420,False,0,False,33076,0
22089,90000,False,28,0,0,0,906,669,0,False,0,False,7791,0
22090,60000,False,28,0,0,2,3016,1000,0,False,1,False,49015,4
22091,320000,False,28,0,0,2,12500,22,11155,True,0,True,50660,2
22092,320000,False,29,0,0,0,1690,1500,1000,False,0,True,9865,0
22093,190000,False,28,0,0,0,4600,4500,4000,False,1,False,21800,0
22094,80000,False,28,1,0,0,0,0,0,True,1,False,0,1
22096,310000,False,29,0,0,0,477,5648,0,False,1,True,8412,0
22097,260000,False,29,0,0,0,6911,7514,6756,False,0,False,37257,0
22098,200000,False,29,1,0,0,928,1000,1000,False,1,False,3163,1
22099,200000,False,29,0,0,0,6532,0,1762,False,1,False,17865,0
22100,200000,False,28,0,0,0,2455,2629,2442,False,0,False,20545,0
22101,50000,False,28,0,0,0,1430,1770,1446,False,0,False,8719,0
22102,50000,False,28,0,0,0,2500,2000,2000,True,0,False,18500,0
22103,50000,False,29,0,0,0,4000,4000,2000,False,1,False,19000,0
22104,240000,False,29,0,0,0,8200,8000,8000,False,0,True,44725,0
22105,100000,False,29,0,0,0,5000,1000,2180,False,0,False,49846,0
22106,230000,False,28,0,0,0,1197,4566,4316,False,0,False,23027,0
22107,230000,False,29,0,0,0,2000,3050,5000,False,1,False,25050,0
22110,150000,False,30,0,0,0,1231,0,1872,False,0,True,3216,0
22111,200000,False,29,0,0,0,5531,6781,12162,False,1,False,26425,0
22112,60000,False,29,2,0,0,2000,1900,1572,True,0,False,7840,2
22113,50000,False,31,0,0,0,1500,1600,1600,False,0,False,7600,0
22116,300000,False,28,0,0,0,0,744,3000,False,1,False,25347,0
22117,300000,False,29,0,0,0,1220,33,30044,False,1,False,47785,0
22118,200000,False,29,0,0,0,3900,3000,3015,False,1,False,14515,0
22119,80000,False,29,0,0,2,14349,5,7761,False,0,False,43423,2
22120,430000,False,29,2,0,0,3754,3322,3359,True,0,False,20984,2
22121,60000,False,29,0,0,0,1200,1000,2694,False,0,False,6637,0
22122,170000,False,29,0,0,0,1359,886,1051,False,0,False,6734,0
22123,50000,False,29,0,0,0,1800,1500,1800,False,0,False,8500,0
22124,420000,False,26,0,0,0,1500,28000,1210,False,0,False,33013,0
22127,270000,False,29,0,0,0,1854,1952,1418,False,0,False,26724,0
22128,500000,False,28,0,0,0,2357,2001,6620,False,1,False,31131,0
22129,220000,False,28,0,0,0,4319,5419,3000,False,0,False,27310,2
22130,180000,False,24,0,0,0,3034,4031,2495,False,0,False,13840,0
22131,50000,False,23,0,0,0,1975,1950,5100,False,0,False,13125,4
22132,20000,False,22,1,2,0,0,1265,1000,False,0,False,3509,3
22133,20000,False,24,1,0,0,890,467,500,False,1,False,2504,1
22134,80000,False,22,1,2,2,1000,0,7032,False,1,False,15986,5
22135,120000,False,23,0,0,0,3000,2500,3100,False,0,True,16900,0
22136,40000,False,23,0,0,0,1200,1751,1027,False,1,False,5613,0
22137,100000,False,42,0,0,0,1055,8090,5549,False,0,True,21667,0
22138,90000,False,25,1,2,0,0,2549,1583,False,0,False,8587,3
22139,160000,False,24,0,0,0,6050,7771,7300,False,0,False,34363,0
22140,100000,False,24,0,0,0,1632,1000,180,False,1,False,15312,0
22141,230000,False,25,0,0,0,3000,3000,2000,False,1,False,15000,0
22142,60000,False,28,0,0,0,3000,2000,1600,False,1,False,12400,0
22143,300000,False,26,2,0,0,1946,2612,1914,False,1,True,8110,2
22144,140000,False,29,0,0,0,3713,3546,2589,False,0,True,14920,0
22145,300000,False,29,0,0,0,205,4962,13634,True,1,False,64251,0
22146,60000,False,29,0,0,0,3000,3000,3000,False,1,False,15000,0
22147,360000,False,29,0,0,0,1307,747,1707,False,0,False,5957,0
22148,100000,False,29,1,2,0,0,2000,3000,False,1,False,43000,3
22149,100000,False,29,0,0,0,3262,326,6198,False,0,False,10764,0
22150,320000,False,29,0,0,2,192,0,2518,False,1,False,5211,2
22151,500000,False,29,0,0,0,0,0,0,False,0,False,19440,0
22152,180000,False,30,0,0,0,4445,5047,200,False,1,False,10437,0
22153,280000,False,30,2,0,0,1976,2000,1600,True,0,True,8676,2
22154,140000,False,30,0,0,0,5000,1286,1476,False,0,True,12185,0
22155,200000,False,30,0,2,0,0,6314,0,False,0,True,6314,4
22156,270000,False,30,0,0,0,3000,8000,0,False,1,False,19000,2
22157,230000,False,30,0,0,0,1210,3116,1000,False,1,True,11326,0
22158,210000,False,29,1,0,0,2437,0,0,False,1,False,98219,1
22159,170000,False,29,0,0,0,9533,5004,2301,False,1,False,24638,0
22160,230000,False,29,0,0,0,0,0,0,False,1,False,1715,0
22161,300000,False,29,0,0,0,5100,6001,3500,False,0,False,20606,0
22162,150000,False,29,0,0,0,227,0,0,False,0,False,3333,0
22163,360000,False,29,1,0,0,0,0,0,False,1,False,0,1
22164,110000,False,29,2,0,0,3000,3000,3000,True,0,False,18500,2
22165,150000,False,30,1,0,2,0,8589,2500,False,1,False,12469,3
22166,50000,False,27,0,0,0,2100,2426,2100,False,1,False,12126,0
22167,170000,False,27,0,0,2,1536,0,736,False,1,False,4480,2
22168,210000,False,27,0,0,0,2000,1800,2000,False,0,False,9522,0
22170,200000,False,30,0,0,0,1263,2700,0,False,0,False,16670,2
22171,100000,False,28,0,0,0,1400,1506,1209,False,1,False,4115,0
22173,80000,False,33,0,0,0,3406,3518,3558,False,0,True,14282,0
22174,80000,False,27,0,0,0,5958,4321,3869,True,0,True,14148,0
22175,50000,False,29,0,0,0,2100,2100,2105,False,0,True,13605,0
22176,560000,False,28,0,0,0,2740,2740,2740,False,0,True,39225,0
22177,150000,False,28,2,0,0,4027,4004,5016,True,0,False,26056,2
22178,310000,False,27,0,0,0,1261,1261,1651,True,0,False,4953,0
22179,210000,False,27,0,0,0,8657,10427,0,False,0,False,26962,0
22181,100000,False,28,0,0,0,1268,2184,38500,False,1,False,43686,0
22182,200000,False,28,0,0,0,165,1850,1538,False,0,True,4048,0
22183,40000,False,28,0,0,2,3650,0,1533,False,0,True,9226,2
22184,80000,False,29,0,0,0,3366,9481,1588,False,0,True,27900,0
22185,360000,False,29,0,0,0,0,0,0,False,0,False,4540,0
22187,90000,False,28,0,0,0,0,0,0,False,1,False,0,0
22188,280000,False,29,0,0,0,726,9298,21360,False,1,False,37069,0
22189,50000,False,29,0,0,0,4000,3096,12000,False,1,False,21846,0
22190,200000,False,29,0,0,0,7464,7889,6600,False,0,True,36181,0
22191,400000,False,30,0,0,0,16718,16289,14100,False,0,False,74539,0
22192,210000,False,31,0,0,0,0,4811,2994,False,1,False,30048,0
22193,50000,False,31,0,0,0,3725,2364,2398,True,0,True,25811,0
22194,150000,False,30,0,0,0,1264,10830,2501,False,1,False,20461,0
22195,230000,False,29,1,0,0,0,249,0,False,1,False,2228,1
22196,70000,False,29,0,0,0,3000,3000,3100,False,1,False,17800,0
22197,450000,False,29,0,0,0,2489,2528,10179,False,1,True,35392,0
22198,80000,False,29,0,0,0,3200,3501,2500,False,0,False,14201,0
22199,380000,False,30,0,0,0,11687,12160,12434,False,0,False,60437,0
22201,30000,False,31,0,0,0,3000,4000,3000,False,0,True,23000,0
22202,140000,False,31,0,0,0,1100,1500,1100,False,1,False,6800,0
22204,20000,False,24,0,0,0,1600,1687,1140,False,0,True,7227,0
22205,350000,False,25,0,0,2,20000,9000,15076,True,0,False,57076,2
22206,180000,False,25,0,0,0,5000,5015,4000,False,0,False,23015,0
22207,30000,False,23,0,0,0,2300,2390,1718,False,0,False,10508,0
22208,110000,False,24,0,0,2,6001,5000,5060,False,1,False,26061,2
22209,50000,False,24,0,0,0,1070,1089,1000,False,0,False,3159,0
22210,200000,False,31,0,0,0,591,8981,8525,False,0,False,76029,0
22211,100000,False,29,0,0,0,3267,3324,4220,False,0,False,19164,0
22212,100000,False,27,0,0,0,0,0,0,False,1,False,8704,0
22213,150000,False,29,0,0,0,2000,100,702,True,1,False,2802,2
22214,60000,False,27,0,0,0,2255,2469,25000,False,0,True,32989,0
22215,80000,False,27,0,0,0,3082,7932,2838,False,0,True,19297,0
22216,150000,False,26,0,0,0,2089,174,640,False,1,False,8975,0
22217,30000,False,27,0,0,0,1500,1485,2000,True,1,False,11412,0
22218,150000,False,26,0,0,0,6000,6000,6000,False,1,False,27000,0
22219,250000,False,26,0,0,0,2027,2020,1510,False,1,False,14557,0
22220,500000,False,29,0,0,0,2065,25099,2000,False,1,False,35164,0
22221,230000,False,28,0,0,0,5000,1954,1420,False,1,False,12647,0
22222,160000,False,29,0,0,0,4194,196,7741,False,1,False,21203,0
22224,400000,False,30,0,0,0,5034,2086,2025,False,0,True,16405,0
22225,130000,False,29,0,0,2,8901,0,3401,False,1,False,22722,2
22226,80000,False,28,0,0,0,3200,3500,3300,False,1,False,18600,0
22227,160000,False,28,0,0,0,1617,2378,1798,False,1,False,8235,0
22228,390000,False,28,0,0,0,5000,5000,5007,False,1,True,30007,0
22229,200000,False,31,0,2,2,0,16550,665,True,0,False,30454,4
22230,30000,False,30,0,0,0,1154,1186,1462,False,0,True,5136,0
22233,200000,False,32,0,0,0,6700,10000,10000,False,0,False,39700,0
22234,180000,False,32,0,0,0,6000,6000,8009,False,0,True,26009,2
22235,250000,False,31,0,0,0,5000,1298,1000,False,1,False,36201,0
22236,180000,False,29,0,0,0,222,908,6101,False,1,False,61234,0
22237,50000,False,32,0,0,0,1754,1500,3038,False,0,True,10345,0
22238,220000,False,33,0,0,0,10032,7000,7500,False,1,True,51532,0
22239,360000,False,31,0,0,0,990,990,990,False,0,True,9920,0
22240,500000,False,29,0,0,0,10000,2014,3030,False,1,False,25050,0
22241,50000,False,30,0,0,0,1464,1722,316,False,0,True,11600,0
22242,150000,False,30,0,0,0,0,239,0,False,0,False,3624,0
22244,300000,False,31,0,0,0,0,69190,0,False,1,False,75798,0
22245,130000,False,24,0,0,0,12000,7700,0,False,1,False,28528,2
22247,90000,False,25,0,0,0,6708,8853,28990,False,0,False,59126,0
22248,90000,False,25,0,0,0,1588,0,2757,True,0,False,5320,2
22249,70000,False,25,0,0,0,4000,3069,3000,False,0,False,18069,0
22250,80000,False,25,0,0,0,2971,3435,1750,True,0,True,13451,0
22251,60000,False,25,0,0,0,1500,2000,1242,True,0,False,11442,0
22252,60000,False,26,0,2,0,0,6472,6444,False,0,False,16135,2
22253,420000,False,27,0,0,0,15000,15000,15000,False,0,False,89996,0
22254,200000,False,27,0,0,0,0,0,0,True,1,False,0,0
22256,170000,False,29,0,0,0,5000,0,0,False,1,False,5000,0
22257,500000,False,29,0,0,0,802,5950,2392,True,0,False,41211,0
22258,60000,False,29,1,0,2,351,0,3697,True,1,False,4580,3
22259,140000,False,30,0,0,0,232,107,107,False,0,False,767,0
22260,100000,False,31,0,0,0,2000,0,0,False,0,True,6525,0
22261,180000,False,31,0,0,0,5654,2771,390,False,1,False,9814,0
22262,360000,False,31,1,0,0,0,0,0,False,1,False,0,1
22264,200000,False,29,0,0,0,860,496,2763,False,0,False,11796,0
22265,260000,False,31,0,0,0,3611,3712,3800,False,0,True,21123,0
22266,300000,False,30,0,0,0,19333,19333,19333,False,0,False,99665,0
22267,400000,False,29,0,0,2,7017,0,3200,True,1,False,21767,2
22268,220000,False,30,0,0,0,20066,1318,1102,False,1,False,66457,0
22269,130000,False,30,0,0,0,1492,1310,1310,True,1,False,8727,0
22270,150000,False,29,0,0,0,5868,15283,15972,False,1,False,79069,0
22271,280000,False,33,0,0,0,12000,12001,12000,False,1,False,65513,0
22272,230000,False,33,0,0,0,9000,10000,12000,False,1,False,53830,0
22273,180000,False,28,0,0,0,2000,2002,2000,False,0,True,12002,0
22274,270000,False,29,0,0,0,1520,1719,1200,False,0,False,10461,0
22276,150000,False,30,0,0,0,2500,3000,3067,False,0,False,15830,0
22277,230000,False,28,0,0,0,0,916,0,True,1,False,10594,0
22278,70000,False,29,0,0,0,2000,2000,1500,False,0,True,10000,0
22279,500000,False,29,0,0,0,3919,3763,2749,False,0,False,17820,0
22280,50000,False,30,0,0,0,1604,1800,2200,True,0,True,9404,0
22281,220000,False,29,0,0,0,9100,9000,7887,True,1,False,41687,0
22282,210000,False,30,0,0,0,0,0,0,False,0,True,0,0
22283,260000,False,30,0,0,0,2400,2496,2429,False,0,True,14801,0
22284,280000,False,29,0,0,0,333,779,8029,False,1,False,12419,0
22285,180000,False,30,0,0,0,120,600,360,False,1,False,1530,0
22287,20000,False,30,1,0,0,0,780,0,True,0,True,780,5
22289,80000,False,30,3,2,0,0,4000,3000,True,1,False,12800,5
22290,90000,False,31,0,0,0,1838,1408,2660,True,0,False,9306,4
22292,30000,False,32,0,0,0,2000,5303,0,False,0,True,10903,2
22293,70000,False,29,0,0,0,3000,3000,3000,False,1,False,15100,0
22294,200000,False,29,0,0,0,3213,3304,3815,False,0,True,20354,0
22296,130000,False,29,0,0,0,7000,5306,5000,False,0,True,38306,0
22297,160000,False,30,0,0,0,3000,4000,2500,False,1,False,17800,0
22298,320000,False,29,0,0,0,7329,0,0,False,1,True,7329,0
22300,200000,False,29,1,0,0,0,35063,16720,True,1,False,57582,1
22301,320000,False,30,0,0,0,5177,4278,0,False,1,False,21416,0
22302,400000,False,30,0,0,0,2600,3000,3000,False,0,True,15622,0
22303,390000,False,30,0,0,0,1070,1226,4710,False,0,False,96962,0
22304,100000,False,29,0,0,0,2000,4652,0,False,1,True,37900,0
22305,100000,False,30,0,0,0,3903,8000,5000,False,0,True,26203,0
22306,400000,False,31,0,0,0,1500,1500,1000,False,0,False,11000,0
22307,100000,False,27,0,2,0,0,6637,0,True,0,True,15659,4
22308,300000,False,27,0,0,0,1570,390,390,False,0,True,5020,0
22309,20000,False,27,0,0,0,2000,2000,1600,False,0,False,8630,0
22310,50000,False,27,0,0,0,1500,3000,4000,False,0,False,8500,0
22312,200000,False,30,0,0,0,9000,7100,7100,False,0,True,45100,0
22313,300000,False,30,0,0,0,11000,11000,17000,False,0,False,58000,2
22314,240000,False,30,0,0,0,17003,9343,1617,False,0,True,28249,0
22315,240000,False,30,0,0,0,15188,11366,14231,False,0,True,67479,0
22316,120000,False,30,1,2,0,3,4351,5000,True,0,True,18554,3
22317,350000,False,31,0,2,0,0,1351,4677,False,1,False,7368,2
22318,590000,False,31,1,0,0,1000,1026,0,False,1,False,10297,1
22319,240000,False,30,1,0,0,0,0,0,False,1,False,0,1
22320,200000,False,27,0,0,0,0,0,0,False,0,False,0,0
22321,300000,False,27,0,0,0,4700,4995,4516,False,1,False,26219,0
22322,240000,False,28,0,0,0,1215,2000,2000,False,0,True,34480,0
22323,170000,False,28,0,0,0,17920,2863,0,False,1,False,22801,0
22324,470000,False,30,0,0,0,1420,5000,1408,False,0,False,21828,0
22325,110000,False,30,0,0,0,3000,3031,3000,False,1,False,17031,0
22326,30000,False,24,0,0,0,2000,2500,2000,True,0,False,12500,0
22327,80000,False,24,1,1,0,10000,10000,18150,False,0,False,60620,2
22328,100000,False,24,1,0,0,0,0,0,False,1,False,0,1
22329,160000,False,25,0,0,0,2000,2000,1400,False,0,False,6000,0
22330,110000,False,27,0,0,0,1772,1900,1815,False,1,False,10987,0
22331,150000,False,28,2,0,0,5500,5500,5300,False,0,False,28153,2
22332,390000,False,30,0,0,0,3031,2010,6500,False,1,False,15541,0
22333,180000,False,30,0,0,0,9861,11021,16883,True,0,True,43449,0
22334,300000,False,29,0,0,0,1281,1093,1000,False,1,False,11388,0
22335,400000,False,29,0,0,0,1097,3716,5000,False,1,True,27481,0
22336,110000,False,29,1,2,0,3,4334,4250,False,1,False,16497,3
22337,120000,False,28,0,0,0,2000,2000,1312,False,1,False,8321,0
22338,200000,False,28,0,0,0,9690,3632,7673,False,0,False,36450,0
22339,120000,False,25,0,0,0,4000,3000,11299,False,0,True,23926,0
22340,270000,False,25,0,0,0,5085,4795,4470,False,0,False,27140,0
22341,250000,False,25,0,0,0,4662,2101,7227,False,1,False,36117,0
22342,130000,False,25,0,0,0,4003,3223,43264,False,0,True,55490,0
22343,290000,False,26,0,0,0,10884,5275,32563,False,1,False,91058,0
22344,210000,False,26,0,0,0,2000,2200,2008,False,0,False,18208,0
22345,200000,False,26,1,0,2,12651,0,15305,False,0,False,44291,3
22347,170000,False,30,0,0,0,5020,996,35490,False,1,True,65356,0
22348,180000,False,28,0,0,0,5488,5960,600,False,1,False,31475,0
22349,280000,False,28,0,0,0,1888,1592,1312,False,1,False,6752,0
22351,240000,False,31,0,0,0,2020,1000,23724,False,0,False,30249,0
22352,150000,False,31,0,0,0,2500,3300,3200,False,1,True,18000,0
22353,350000,False,32,0,0,0,9501,10766,29060,False,1,False,68810,2
22354,80000,False,30,0,0,0,1600,1700,1400,False,0,True,5900,0
22355,330000,False,31,0,0,0,7565,32096,1665,False,1,False,58197,0
22356,20000,False,31,1,0,0,4540,883,470,False,0,True,6133,1
22357,210000,False,32,0,0,0,3000,5000,5000,False,0,False,27500,0
22358,400000,False,32,0,0,0,626,118,10349,False,0,False,27035,0
22359,230000,False,28,0,0,0,0,0,0,False,0,True,0,0
22361,180000,False,31,0,0,0,2813,12937,50500,False,0,False,66250,0
22362,200000,False,30,0,0,2,3000,1500,2547,False,0,True,15547,2
22363,50000,False,26,0,0,0,2007,1351,1561,False,0,False,7924,0
22364,290000,False,27,0,0,0,569,1000,1000,False,1,False,3534,0
22365,100000,False,31,0,0,0,2745,2939,3500,False,0,True,16160,0
22367,20000,False,32,0,0,0,925,4033,1136,False,0,False,9348,0
22368,200000,False,32,0,0,0,2000,1513,0,False,1,True,3513,0
22369,80000,False,32,0,0,0,3010,3061,2000,False,0,False,12931,0
22370,290000,False,29,0,0,0,8000,10000,5005,False,1,False,56005,0
22371,200000,False,29,0,0,0,4874,6690,7000,False,0,True,32746,0
22372,150000,False,29,0,0,0,598,1062,0,False,0,False,6633,0
22373,180000,False,27,0,0,0,10006,8000,1610,False,1,False,39767,0
22376,230000,False,31,0,0,2,2010,0,5908,False,1,False,8334,2
